group,playlist,artist,title,youtube_id,spotify_track_name,spotify_artist_name,spotify_id,confidence,flag
G1,official-pl-80s-easy,Rick Astley,Never Gonna Give You Up,dQw4w9WgXcQ,Never Gonna Give You Up,Rick Astley,4PTG3Z6ehGkBFwjybzWkR8,a1.00 t1.00,auto-ok
G1,official-pl-80s-easy,Peter Gabriel,Sledgehammer,OJWJE0x7T4Q,Sledgehammer,Peter Gabriel,029NqmIySn1kOY305AAhxT,a1.00 t1.00,auto-ok
G1,official-pl-80s-easy,Survivor,Eye of the Tiger,btPJPFnesV4,Eye of the Tiger,Survivor,2HHtWyy5CgaQbC7XSoOb0e,a1.00 t1.00,auto-ok
G1,official-pl-80s-easy,Madonna,Material Girl,6p-lDYPR2P8,Material Girl,Madonna,7bkyXSi4GtVfD7itZRUR3e,a1.00 t1.00,auto-ok
G1,official-pl-80s-easy,Bananarama,Venus,d4-1ASpdT1Y,Venus,Bananarama,4XX1pFUkQOZTYp6Hb6a6Ae,a1.00 t1.00,auto-ok
G1,official-pl-80s-easy,A-ha,Take On Me,MIgK3zOk0zg,Take on Me,a-ha,2WfaOiMkCvy7F5fcp2zZ8L,a1.00 t1.00,auto-ok
G1,official-pl-80s-easy,Eurythmics,Sweet Dreams (Are Made of This),qeMFqkcPYcg,Sweet Dreams (Are Made of This) - 2005 Remaster,Eurythmics / Annie Lennox / Dave Stewart,1TfqLAPs4K3s2rJMoCokcS,a1.00 t1.00,auto-ok
G1,official-pl-80s-easy,Soft Cell,Tainted Love,oGXpDhNAO1Y,Tainted Love,Soft Cell,0cGG2EouYCEEC3xfa0tDFV,a1.00 t1.00,auto-ok
G1,official-pl-80s-easy,Whitney Houston,I Wanna Dance with Somebody,eH3giaIzONA,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,2tUBqZG2AbRi7Q0BIrVrEj,a1.00 t1.00,auto-ok
G1,official-pl-80s-easy,Toto,Africa,Kb7lAMjFuA0,Africa,TOTO,2374M0fQpWi3dLnB54qaLX,a1.00 t1.00,auto-ok
G1,official-pl-80s-easy,Bon Jovi,Livin' on a Prayer,CuUefy9bT9U,Livin' On A Prayer,Bon Jovi,37ZJ0p5Jm13JPevGcx4SkF,a1.00 t1.00,auto-ok
G1,official-pl-80s-easy,Europe,The Final Countdown,lZzcQ-uQ8R0,The Final Countdown,Europe,3MrRksHupTVEQ7YbA0FsZK,a1.00 t1.00,auto-ok
G1,official-pl-80s-easy,Duran Duran,Hungry Like the Wolf,oJL-lCzEXgI,Hungry Like the Wolf - 2009 Remaster,Duran Duran,39lSeqnyjZJejRuaREfyLL,a1.00 t1.00,auto-ok
G1,official-pl-80s-easy,Van Halen,Jump,SwYN7mTi6HM,Jump,Van Halen,6Fba9RZtC6vTY814JToDtP,a1.00 t1.00,auto-ok
G1,official-pl-80s-easy,Madonna,Like a Virgin,50nag9B6Pps,Like a Virgin,Madonna,1ZPlNanZsJSPK5h9YZZFbZ,a1.00 t1.00,auto-ok
G1,official-pl-80s-easy,Rick Springfield,Jesse's Girl,qYkbTyHXwbs,Jessie's Girl,Rick Springfield,5RsUlxLto4NZbhJpqJbHfN,a1.00 t0.92,auto-ok
G1,official-pl-80s-easy,Foreigner,I Want to Know What Love Is,raNGeq3_DtM,I Want to Know What Love Is - 1999 Remaster,Foreigner,1JLn8RhQzHz3qDqsChcmBl,a1.00 t1.00,auto-ok
G1,official-pl-80s-easy,Technotronic,Pump Up the Jam,9EcjWd-O4jI,Pump Up The Jam,Technotronic,21qnJAMtzC6S5SESuqQLEK,a1.00 t1.00,auto-ok
G1,official-pl-80s-easy,Queen,Don't Stop Me Now,HgzGwKwLmgM,Don't Stop Me Now - Remastered 2011,Queen,5T8EDUDqKcs6OSOwEsfqG7,a1.00 t1.00,auto-ok
G1,official-pl-80s-easy,Tears for Fears,Everybody Wants to Rule the World,aGCdLKXNF3w,Everybody Wants To Rule The World,Tears For Fears,4RvWPyQ5RL0ao9LPZeSouE,a1.00 t1.00,auto-ok
G1,official-pl-80s-easy,Kenny Loggins,Footloose,ltrMfT4Qz5Y,Footloose,Kenny Loggins,6W2VbtvMrDXm5vYeB7amkO,a1.00 t1.00,auto-ok
G1,official-pl-80s-easy,Cyndi Lauper,Time After Time,VdQY7BusJNU,Time After Time,Cyndi Lauper,7o9uu2GDtVDr9nsR7ZRN73,a1.00 t1.00,auto-ok
G1,official-pl-80s-easy,Wham!,Wake Me Up Before You Go-Go,pIgZ7gMze7A,Wake Me Up Before You Go-Go,Wham!,0ikz6tENMONtK6qGkOrU3c,a1.00 t1.00,auto-ok
G1,official-pl-80s-easy,Tina Turner,What's Love Got to Do with It,oGpFcHTxjZs,What's Love Got to Do with It,Tina Turner,4kOfxxnW1ukZdsNbCKY9br,a1.00 t1.00,auto-ok
G1,official-pl-80s-easy,The Bangles,Manic Monday,SsmVgoXDq2w,Manic Monday,The Bangles,7Di7t9yGoxdZRLAt5a4pi0,a1.00 t1.00,auto-ok
G1,official-pl-80s-easy,Men at Work,Down Under,XfR9iY5y94s,Down Under,Men At Work,3ZZq9396zv8pcn5GYVhxUi,a1.00 t1.00,auto-ok
G1,official-pl-80s-easy,Elton John,Nikita,dLHtV_S2HZw,Nikita,Elton John,3G0ENKW9vzV0SuYKaWFflI,a1.00 t1.00,auto-ok
G1,official-pl-80s-easy,Michael Sembello,Maniac,6GCNUeTFSbA,Maniac,Michael Sembello,0QKfiqpEU4h9ycPSzIFwYe,a1.00 t1.00,auto-ok
G1,official-pl-80s-easy,Kool & The Gang,Celebration,3GwjfUFyY6M,Celebration,Kool & The Gang,3K7Q9PHUWPTaknlbFPThn2,a0.31 t1.00,no-match
G1,official-pl-80s-easy,Starship,We Built This City,K1b8AhIsSYQ,We Built This City,Starship,6OnfBiiSc9RGKiBKKtZXgQ,a1.00 t1.00,auto-ok
G1,official-pl-80s-easy,Tears for Fears,Shout,Ye7FKc1JQe4,Shout,Tears For Fears,2gQaQUhDCNGfBVXTvxAmXQ,a1.00 t1.00,auto-ok
G1,official-pl-80s-easy,The Outfield,Your Love,4N1iwQxiHrs,Your Love,The Outfield,5dRQUolXAVX3BbCiIxmSsf,a1.00 t1.00,auto-ok
G1,official-pl-80s-easy,Queen,Another One Bites the Dust,rY0WxgSXdEE,Another One Bites The Dust - Remastered 2011,Queen,5vdp5UmvTsnMEMESIF2Ym7,a1.00 t1.00,auto-ok
G1,official-pl-80s-easy,The B-52's,Love Shack,9SOryJvTAGs,Love Shack,The B-52's,4W4wYHtsrgDiivRASVOINL,a1.00 t1.00,auto-ok
G1,official-pl-80s-easy,Billy Joel,Uptown Girl,hCuMWrfXG4E,Uptown Girl,Billy Joel,5zA8vzDGqPl2AzZkEYQGKh,a1.00 t1.00,auto-ok
G1,official-pl-80s-easy,Simple Minds,Don't You (Forget About Me),CdqoNKCCt7A,Don't You (Forget About Me),Simple Minds,5Y8Rj0s6wuM5DlQdllYiWl,a1.00 t1.00,auto-ok
G1,official-pl-80s-easy,Guns N' Roses,Sweet Child O' Mine,1w7OgIMMRc4,Sweet Child O' Mine,Guns N' Roses,7snQQk1zcKl8gZ92AnueZW,a1.00 t1.00,auto-ok
G1,official-pl-80s-easy,Cyndi Lauper,Girls Just Want to Have Fun,PIb6AZdTr-A,Girls Just Want to Have Fun,Cyndi Lauper,4y1LsJpmMti1PfRQV9AWWe,a1.00 t1.00,auto-ok
G1,official-pl-80s-easy,Michael Jackson,Billie Jean,OZGtRvYF-A4,Billie Jean,Michael Jackson,7J1uxwnxfQLu4APicE5Rnj,a1.00 t1.00,auto-ok
G1,official-pl-80s-easy,Culture Club,Karma Chameleon,JmcA9LIIXWw,Karma Chameleon,Culture Club,3XDeeP9wBZzGhIPZmLfEEx,a1.00 t1.00,auto-ok
G1,official-pl-80s-easy,The Human League,Don't You Want Me,uPudE8nDog0,Don't You Want Me,The Human League,3AIEEEIDJFnqv8rozNVCRZ,a1.00 t1.00,auto-ok
G1,official-pl-80s-easy,Phil Collins,In the Air Tonight,YkADj0TPrJA,In The Air Tonight - 2015 Remastered,Phil Collins,18AXbzPzBS8Y3AkgSxzJPb,a1.00 t1.00,auto-ok
G1,official-pl-80s-easy,Katrina and the Waves,Walking on Sunshine,iPUmE-tne5U,Walking On Sunshine,Katrina & The Waves,05wIrZSwuaVWhcv5FfqeH0,a0.81 t1.00,review
G1,official-pl-80s-easy,Falco,Rock Me Amadeus,cVikZ8Oe_XA,Rock Me Amadeus,Falco,0DfG1ltJnZyq4Tx3ZLL7ZU,a1.00 t1.00,auto-ok
G1,official-pl-80s-easy,New Order,Bizarre Love Triangle,7uEBuqkkQRk,Bizarre Love Triangle,New Order,6wVViUl2xSRoDK2T7dMZbR,a1.00 t1.00,auto-ok
G1,official-pl-80s-easy,James Brown,Living in America,c5BL4RNFr58,Living in America,James Brown,0T1OrvV6bOQVL2vSQiDn6W,a1.00 t1.00,auto-ok
G1,official-pl-80s-easy,Bonnie Tyler,Total Eclipse of the Heart,lcOxhH8N3Bo,Total Eclipse of the Heart,Bonnie Tyler,7wuJGgpTNzbUyn26IOY6rj,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,Rihanna,Umbrella,CvBfHwUxHIk,Umbrella,Rihanna / JAŸ-Z,49FYlytm3dAAraYgpoJZux,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,Blondie,Call Me,StKVS0eI85I,Call Me,Blondie,7HKxTNVlkHsfMLhigmhC0I,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,Alphaville,Forever Young,YHRvDo8rUoQ,Forever Young,Alphaville,4S1VYqwfkLit9mKVY3MXoo,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,a-ha,Take On Me,djV11Xbc914,Take on Me,a-ha,2WfaOiMkCvy7F5fcp2zZ8L,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,Queen,Don't Stop Me Now,HgzGwKwLmgM,Don't Stop Me Now - Remastered 2011,Queen,5T8EDUDqKcs6OSOwEsfqG7,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,Katy Perry,Firework,QGJuMBdaqIw,Firework,Katy Perry,1mXuMM6zjPgjL4asbBsgnt,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,Beyoncé,Crazy in Love,ViwtNLUqkMY,Crazy In Love (feat. JAY-Z),Beyoncé / JAŸ-Z,5IVuqXILoxVWvWEPm82Jxr,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,Miley Cyrus,Party in the U.S.A.,M11SvDtPBhA,Party In The U.S.A.,Miley Cyrus,3E7dfMvvCLUddWissuqMwr,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,Adele,Someone Like You,hLQl3WQQoQ0,Someone Like You,Adele,3bNv3VuUOKgrf5hu3YcuRo,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,Rihanna,We Found Love,tg00YEETFzg,We Found Love,Rihanna / Calvin Harris,0U10zFw4GlBacOy9VDGfGL,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,ABBA,Dancing Queen,xFrGuyw1V8s,Dancing Queen,ABBA,0GjEhVFGZW8afUYGChu3Rr,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,Justin Timberlake,SexyBack,3gOHvDP_vCs,SexyBack (feat. Timbaland),Justin Timberlake / Timbaland,0O45fw2L5vsWpdsOdXwNAR,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,Taylor Swift,Shake It Off,nfWlot6h_JM,Shake It Off,Taylor Swift,0cqRj7pUJDkTCEsJkx8snD,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,Carly Rae Jepsen,Call Me Maybe,fWNaR-rxAic,Call Me Maybe,Carly Rae Jepsen,20I6sIOMTCkB6w7ryavxtO,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,The B-52's,Love Shack,9SOryJvTAGs,Love Shack,The B-52's,4W4wYHtsrgDiivRASVOINL,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,Pharrell Williams,Happy,ZbZSe6N_BXs,"Happy - From ""Despicable Me 2""",Pharrell Williams,60nZcImufyMA1MKQY3dcCH,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,Bryan Adams,Summer of '69,9f06QZCVUHg,Summer Of '69,Bryan Adams,0GONea6G2XdnHWjNZd6zt3,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,Madonna,Vogue,GuJQSAiODqI,Vogue,Madonna,3WFgRhgECxQYyy8Ldhk2PG,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,Usher,Yeah!,GxBSyx85Kp8,Yeah! (feat. Lil Jon & Ludacris),USHER / Lil Jon / Ludacris,5rb9QrpfcKFHM1EUbSIurX,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,4 Non Blondes,What's Up?,6NXnxTNIWkc,What's Up?,4 Non Blondes,0jWgAnTrNZmOGmqgvHhZEm,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,Nirvana,Smells Like Teen Spirit,hTWKbfoikeg,Smells Like Teen Spirit,Nirvana,4CeeEOM32jQcH3eN9Q2dGj,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,Destiny's Child,Survivor,-m9K_Gi55zw,Survivor,Destiny's Child,2Mpj1Ul5OFPyyP4wB62Rvi,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,Kenny Rogers & Dolly Parton,Islands in the Stream,UaNGtgYwSsU,Islands In the Stream,Dolly Parton / Kenny Rogers,6dnco8haegnJYtylV26cBq,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,Hanson,MMMBop,NHozn0YXAeE,MMMBop,Hanson,0lnxrQAd9ZxbhBBe7d8FO8,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,fun.,We Are Young,SlCXgj2bS_A,We Are Young (feat. Janelle Monáe),fun. / Janelle Monáe,5rgy6ghBq1eRApCkeUdJXf,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,"Christina Aguilera, Lil' Kim, Mýa, Pink",Lady Marmalade,RQa7SvVCdZk,"Lady Marmalade - From ""Moulin Rouge"" Soundtrack",Christina Aguilera / Lil' Kim / Mýa / P!nk,7GbqE3MlkKosIaCvf50JRK,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,The Rembrandts,I'll Be There for You,RIjTq_OdFvo,"I'll Be There for You - Theme From ""Friends""",The Rembrandts,15tHagkk8z306XkyOHqiip,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,*NSYNC,Bye Bye Bye,C27NShgTQE4,Bye Bye Bye,*NSYNC,4r8lRYnoOGdEi6YyI5OC1o,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,Backstreet Boys,I Want It That Way,z6Wq59qrdB0,I Want It That Way,Backstreet Boys,47BBI51FKFwOMlIiX6m8ya,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,Lady Gaga,Poker Face,bESGLojNYSo,Poker Face,Lady Gaga,1QV6tiMFM6fSOKOGLMHYYg,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,Taylor Swift,Love Story,8xg3vE8Ie_E,Love Story,Taylor Swift,1D4PL9B8gOg78jiHg3FvBb,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,The Police,Every Breath You Take,OMOGaugKpzs,Every Breath You Take,The Police,1JSTJqkT5qHq8MDJnJbRE1,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,Oasis,Wonderwall,bx1Bh8ZvH84,Wonderwall,Oasis,1qPbGZqppFwLwcBC1JQ6Vr,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,Haddaway,What Is Love,HEXWRTEbj1I,"What Is Love - 7"" Mix",Haddaway,7JkZ2hQdDonRURJjlMuh8q,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,Madonna,Like a Prayer,79fzeNUqQbQ,Like a Prayer,Madonna,2v7ywbUzCgcVohHaKUcacV,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,Neil Diamond,Sweet Caroline,1vhFnTjia_I,Sweet Caroline,Neil Diamond,62AuGbAkt8Ox2IrFFb8GKV,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,Walk the Moon,Shut Up and Dance,6JCLY0Rlx6Q,Shut Up and Dance,WALK THE MOON,4kbj5MwxO1bq9wjT5g9HaA,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,Smash Mouth,All Star,L_jWHffIx5E,All Star,Smash Mouth,3cfOd4CMv2snFaKAnMdnvK,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,OutKast,Hey Ya!,PWgvGjAhvIw,Hey Ya!,Outkast,2PpruBYCo4H7WOBJ7Q2EwM,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,*NSYNC,It's Gonna Be Me,GQMlWwIXg3M,It's Gonna Be Me,*NSYNC,2AW37v0bDyuOzGP3XnmFuA,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,The Black Eyed Peas,I Gotta Feeling,uSD4vsh1zDA,I Gotta Feeling,Black Eyed Peas,4kLLWz7srcuLKA7Et40PQR,a0.79 t1.00,review
G1,official-pl-karaoke,Kelly Clarkson,Since U Been Gone,R7UrFYvl5TE,Since U Been Gone,Kelly Clarkson,6JY1IdkZGeIcPegKxjSKeb,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,Katy Perry,I Kissed a Girl,LbtpaR_1mAQ,I Kissed A Girl,Katy Perry,14iN3o8ptQ8cFVZTEmyQRV,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,fun.,Some Nights,JKbKDEBPEcs,Some Nights,fun.,67WTwafOMgegV6ABnBQxcE,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,Lady Gaga,Bad Romance,qrO4YZeyl0I,Bad Romance,Lady Gaga,0SiywuOBRcynK0uKGWdCnn,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,Britney Spears,Baby One More Time,C-u5WLJ9Yk4,...Baby One More Time,Britney Spears,3MjUtNVVq3C8Fn0MP3zhXa,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,Adele,Rolling in the Deep,rYEDA3JcQqw,Rolling in the Deep,Adele,4OSBTYWVwsQhGLF9NHvIbR,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,Bonnie Tyler,Total Eclipse of the Heart,lcOxhH8N3Bo,Total Eclipse of the Heart,Bonnie Tyler,7wuJGgpTNzbUyn26IOY6rj,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,Journey,Don't Stop Believin',1k8craCGpgs,Don't Stop Believin',Journey,77NNZQSqzLNqh2A9JhLRkg,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,Queen,We Are the Champions,04854XqcfCY,We Are The Champions - Remastered 2011,Queen,1lCRw5FEZ1gPDNPzy1K4zW,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,Spice Girls,Wannabe,gJLIiF15wjQ,Wannabe,Spice Girls,1Je1IMUlBXcx1Fz0WE7oPT,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,TLC,No Scrubs,FrLequ6dUdM,No Scrubs,TLC,1KGi9sZVMeszgZOWivFpxs,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,John Travolta & Olivia Newton-John,You're the One That I Want,7oKPYe53h78,You're The One That I Want - From “Grease”,John Travolta / Olivia Newton-John,0B9x2BRHqj3Qer7biM3pU3,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,Survivor,Eye of the Tiger,btPJPFnesV4,Eye of the Tiger,Survivor,2HHtWyy5CgaQbC7XSoOb0e,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,MC Hammer,U Can't Touch This,otCpCn0l4Wo,U Can't Touch This,MC Hammer,1B75hgRqe7A4fwee3g3Wmu,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,Toto,Africa,FTQbiNvZqaY,Africa,TOTO,2374M0fQpWi3dLnB54qaLX,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,Rick Springfield,Jessie's Girl,qYkbTyHXwbs,Jessie's Girl,Rick Springfield,5RsUlxLto4NZbhJpqJbHfN,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,Spice Girls,Spice Up Your Life,NG2i4d8xOMo,Spice Up Your Life,Spice Girls,5qGwqO0lkbBXw4xNfzT7SF,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,ABBA,Mamma Mia,unfzfe8f9NI,Mamma Mia,ABBA,2TxCwUlqaOH3TIyJqGgR91,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,The Pointer Sisters,I'm So Excited,8iwBM_YB1sE,I'm So Excited,The Pointer Sisters,1ot6jEe4w4hYnsOPjd3xKQ,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,Justin Timberlake,Can't Stop the Feeling!,ru0K8uYEZWw,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,6JV2JOEocMgcZxYSZelKcc,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,Kenny Loggins,Footloose,ltrMfT4Qz5Y,Footloose,Kenny Loggins,6W2VbtvMrDXm5vYeB7amkO,a1.00 t1.00,auto-ok
G1,official-pl-karaoke,Cyndi Lauper,Girls Just Want to Have Fun,PIb6AZdTr-A,Girls Just Want to Have Fun,Cyndi Lauper,4y1LsJpmMti1PfRQV9AWWe,a1.00 t1.00,auto-ok
